config,rank,job_id,board_token,source,title,location,url,updated_at,cluster_company,cluster_title,cluster_size,sibling_job_ids,desc_chars,encoder_score,rerank_score_wide,rerank_score_refined,rerank_stage,rank_score,rank_score_kind,wide_rank,run_id,pool_n,pool_sha,code_sha,profile_sha
cascade-17m-68m,24,8050714,rubrik,greenhouse,Software Engineer - Hypervisor ,Bangalore ,https://www.rubrik.com/company/careers/departments/job.8050714?gh_jid=8050714,2026-07-20T16:08:56-04:00,rubrik,software engineer - hypervisor,1,,5738,0.5875499248504639,6.94921875,6.85546875,refined,6.85546875,68m_logit,96,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,25,4628511006,accenturefederalservices,greenhouse,Full Stack Engineer,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4628511006?gh_jid=4628511006,2026-07-20T16:29:22-04:00,accenturefederalservices,full stack engineer,2,4673775006,7887,0.8384212851524353,7.82421875,6.8515625,refined,6.8515625,68m_logit,12,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,26,1208934,hpe|wd5|jobsathpe,workday,AI/ML Engineer,"Bengaluru, Karnātaka, India",https://hpe.wd5.myworkdayjobs.com/jobsathpe/job/Bengaluru-Karntaka-India/AI-ML-Engineer_1208934-2,2026-07-21T18:30:43.700443+00:00,hpe|wd5|jobsathpe,ai/ml engineer,2,1208933,9209,0.9861341118812561,6.46484375,6.81640625,refined,6.81640625,68m_logit,190,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,27,8398679002,spacex,greenhouse,"Backend Software Engineer, GNC (Starlink) ","Redmond, WA",https://boards.greenhouse.io/spacex/jobs/8398679002?gh_jid=8398679002,2026-07-20T18:00:43-04:00,spacex,"backend software engineer, gnc",1,,5866,0.49424445629119873,6.33203125,6.78515625,refined,6.78515625,68m_logit,245,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,28,4481921005,scaleai,greenhouse,"Forward Deployed Software Engineer, Public Sector","Austin, TX; St. Louis, MO; Washington, DC",https://job-boards.greenhouse.io/scaleai/jobs/4481921005,2026-07-21T13:29:09-04:00,scaleai,"forward deployed software engineer, public sector",1,,7260,0.748952329158783,7.66015625,6.77734375,refined,6.77734375,68m_logit,18,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,29,5551619004,vercel,greenhouse,"Software Engineer, Compute",Remote - United States,https://job-boards.greenhouse.io/vercel/jobs/5551619004,2026-07-20T19:13:52-04:00,vercel,"software engineer, compute",1,,3952,0.7315866947174072,7.20703125,6.76953125,refined,6.76953125,68m_logit,55,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,30,4960949,pfizer|wd1|pfizercareers,workday,DS & AI Full Stack Engineer,India - Mumbai,https://pfizer.wd1.myworkdayjobs.com/pfizercareers/job/India---Mumbai/DS---AI-Full-Stack-Engineer_4960949-1,2026-07-21T18:48:18.460018+00:00,pfizer|wd1|pfizercareers,ds & ai full stack engineer,1,,3835,0.6338227391242981,6.85546875,6.7421875,refined,6.7421875,68m_logit,108,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,31,4681183006,astranis,greenhouse,Software Engineer- Backend Intern (Fall 2026),"San Francisco, CA",https://job-boards.greenhouse.io/astranis/jobs/4681183006,2026-07-20T17:30:21-04:00,astranis,software engineer- backend intern,1,,3185,0.6929463148117065,5.9140625,6.734375,refined,6.734375,68m_logit,452,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,32,7957794,mongodb,greenhouse,"Technical Services Engineer, Partners",Bengaluru,https://www.mongodb.com/careers/job/?gh_jid=7957794,2026-07-21T10:26:00-04:00,mongodb,"technical services engineer, partners",1,,4022,0.5679566860198975,7.5,6.70703125,refined,6.70703125,68m_logit,26,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,33,8421359002,spacex,greenhouse,Full Stack Software Engineer (Components),"Hawthorne, CA",https://boards.greenhouse.io/spacex/jobs/8421359002?gh_jid=8421359002,2026-07-20T18:00:47-04:00,spacex,full stack software engineer,7,8495131002;8495180002;8555791002;8600005002;8610872002;8639573002,5034,0.7540076971054077,6.3125,6.703125,refined,6.703125,68m_logit,252,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,34,R-54185-2026,harman|wd3|harman,workday,Software Engineer - Java Backend,"Bangalore - Karnataka, India - Kalyani Platina",https://harman.wd3.myworkdayjobs.com/harman/job/Bangalore---Karnataka-India---Kalyani-Platina/Software-Engineer---Java-Backend_R-54185-2026,2026-07-21T18:29:03.856950+00:00,harman|wd3|harman,software engineer - java backend,1,,3496,0.6938292384147644,6.8046875,6.68359375,refined,6.68359375,68m_logit,117,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,35,8637712002,spacex,greenhouse,"Software Engineer, Applied AI (Starlink) ","Redmond, WA",https://boards.greenhouse.io/spacex/jobs/8637712002?gh_jid=8637712002,2026-07-20T18:01:20-04:00,spacex,"software engineer, applied ai",1,,5934,0.7046381831169128,6.72265625,6.68359375,refined,6.68359375,68m_logit,133,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,36,8037730,thoughtworks,greenhouse,Associate-Graduate:Developer,"Chicago, Illinois, USA",https://www.thoughtworks.com/careers/jobs/8037730?gh_jid=8037730,2026-07-20T20:40:07-04:00,thoughtworks,associate-graduate:developer,1,,9363,0.5261023044586182,6.87890625,6.68359375,refined,6.68359375,68m_logit,105,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,37,4608166006,accenturefederalservices,greenhouse,Cleared AI/ML Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4608166006?gh_jid=4608166006,2026-07-20T16:29:22-04:00,accenturefederalservices,cleared ai/ml engineer,3,4662901006;4681293006,7630,0.8218361139297485,7.17578125,6.6640625,refined,6.6640625,68m_logit,61,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,38,8639200002,lyft,greenhouse,"ML Software Engineer, ETA","San Francisco, CA",https://app.careerpuck.com/job-board/lyft/job/8639200002?gh_jid=8639200002,2026-07-20T16:55:30-04:00,lyft,"ml software engineer, eta",1,,4051,0.7741063237190247,6.59375,6.640625,refined,6.640625,68m_logit,157,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,39,4698536006,orioninnovation,greenhouse,Backend JAVA Developer,"Remote, US",https://www.orioninc.com/careers/job/?gh_jid=4698536006,2026-07-21T13:02:22-04:00,orioninnovation,backend java developer,1,,3055,0.6636720299720764,6.52734375,6.57421875,refined,6.57421875,68m_logit,167,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,40,7650609003,tulip,greenhouse,Applied AI Engineer ,"Somerville, MA",https://tulip.co/careers/job-posting/?gh_jid=7650609003,2026-07-21T11:30:17-04:00,tulip,applied ai engineer,1,,6095,0.8953640460968018,7.125,6.5703125,refined,6.5703125,68m_logit,69,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,41,5365365008,getwellnetwork,greenhouse,AI Engineer,Bangalore,https://job-boards.greenhouse.io/getwellnetwork/jobs/5365365008,2026-07-21T07:53:58-04:00,getwellnetwork,ai engineer,1,,6085,1.0,6.46875,6.5703125,refined,6.5703125,68m_logit,183,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,42,4686185006,accenturefederalservices,greenhouse,SAP DevOps Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4686185006?gh_jid=4686185006,2026-07-20T16:29:22-04:00,accenturefederalservices,sap devops engineer,1,,7733,0.5560711622238159,7.80859375,6.5234375,refined,6.5234375,68m_logit,13,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,43,4689805006,accenturefederalservices,greenhouse,Cloud / DevOps Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4689805006?gh_jid=4689805006,2026-07-20T16:29:22-04:00,accenturefederalservices,cloud / devops engineer,1,,7681,0.5665740966796875,7.55078125,6.5,refined,6.5,68m_logit,24,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,44,8054991,mongodb,greenhouse,"Software Engineer 3, Documentation Platform",New York City; Palo Alto; Seattle,https://www.mongodb.com/careers/job/?gh_jid=8054991,2026-07-21T10:26:00-04:00,mongodb,"software engineer 3, documentation platform",2,8054993,5244,0.5581047534942627,6.72265625,6.48828125,refined,6.48828125,68m_logit,132,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,45,8633661002,fieldwire,greenhouse,Mid-Level Backend Engineer,United States (Remote),https://www.fieldwire.com/job/8633661002?gh_jid=8633661002,2026-07-20T17:43:20-04:00,fieldwire,mid-level backend engineer,1,,3878,0.8757864236831665,7.375,6.46484375,refined,6.46484375,68m_logit,38,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,46,7908785,mongodb,greenhouse,Software Engineer 3,Gurugram,https://www.mongodb.com/careers/job/?gh_jid=7908785,2026-07-21T10:26:00-04:00,mongodb,software engineer 3,4,7993984;8015792;8069776,4790,0.8602790832519531,6.43359375,6.453125,refined,6.453125,68m_logit,197,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,47,R005736,adtran|wd3|adtran,workday,Software Engineer,"Bangalore, India",https://adtran.wd3.myworkdayjobs.com/adtran/job/Bangalore-India/Software-Engineer_R005736,2026-07-21T17:44:32.127798+00:00,adtran|wd3|adtran,software engineer,1,,3133,0.9999998211860657,7.50390625,6.4453125,refined,6.4453125,68m_logit,25,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,48,8420526002,spacex,greenhouse,"Application Software Engineer, Data","Starbase, TX",https://boards.greenhouse.io/spacex/jobs/8420526002?gh_jid=8420526002,2026-07-20T18:00:47-04:00,spacex,"application software engineer, data",1,,4409,0.6847400665283203,5.97265625,6.44140625,refined,6.44140625,68m_logit,415,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,49,5159092007,andurilindustries,greenhouse,2026 Early Career Engineering Finance Associate,"Costa Mesa, California, United States",https://boards.greenhouse.io/andurilindustries/jobs/5159092007?gh_jid=5159092007,2026-07-21T09:14:26-04:00,andurilindustries,2026 early career engineering finance associate,1,,7488,0.47056469321250916,7.43359375,6.42578125,refined,6.42578125,68m_logit,36,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,50,4673485006,accenturefederalservices,greenhouse,Custom Software Engineer ,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4673485006?gh_jid=4673485006,2026-07-20T16:29:22-04:00,accenturefederalservices,custom software engineer,4,4672257006;4683608006;4688156006,8078,0.7289592027664185,7.15625,6.421875,refined,6.421875,68m_logit,63,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,51,42296,guidehouse|wd1|external,workday,Software Developer,US - Remote (Any location),https://guidehouse.wd1.myworkdayjobs.com/external/job/US---Remote-Any-location/Software-Developer_42296,2026-07-21T18:28:36.833955+00:00,guidehouse|wd1|external,software developer,1,,6310,0.872922956943512,7.390625,6.40234375,refined,6.40234375,68m_logit,37,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,52,4692256006,accenturefederalservices,greenhouse,Forward Deployed Data Engineer - Databricks,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4692256006?gh_jid=4692256006,2026-07-20T16:29:22-04:00,accenturefederalservices,forward deployed data engineer - databricks,1,,7791,0.5570927858352661,7.08203125,6.38671875,refined,6.38671875,68m_logit,78,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,53,7800617003,axontalentcommunity,greenhouse,2027 US Software Engineering Internship,"Seattle, Washington, United States",https://job-boards.greenhouse.io/axontalentcommunity/jobs/7800617003,2026-07-21T13:12:19-04:00,axontalentcommunity,2027 us software engineering internship,1,,3117,0.5944019556045532,6.6640625,6.375,refined,6.375,68m_logit,141,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,54,4669270006,accenturefederalservices,greenhouse,Generative AI Applications Engineer (Agents & RAG) ,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4669270006?gh_jid=4669270006,2026-07-20T16:29:22-04:00,accenturefederalservices,generative ai applications engineer,3,4669272006;4669273006,9804,0.6572744846343994,7.484375,6.35546875,refined,6.35546875,68m_logit,27,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,55,1209483,hpe|wd5|jobsathpe,workday,Software Engineer,"Bengaluru, Karnātaka, India",https://hpe.wd5.myworkdayjobs.com/jobsathpe/job/Bengaluru-Karntaka-India/Software-Engineer_1209483-2,2026-07-21T18:30:43.700443+00:00,hpe|wd5|jobsathpe,software engineer,1,,5938,0.9999997615814209,6.8828125,6.34765625,refined,6.34765625,68m_logit,104,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,56,8558858002,spacex,greenhouse,Software Engineer (Platform Team),"Sunnyvale, CA",https://boards.greenhouse.io/spacex/jobs/8558858002?gh_jid=8558858002,2026-07-20T18:01:00-04:00,spacex,software engineer,18,8379301002;8495882002;8501199002;8512876002;8525359002;8557032002;8558857002;8558859002;8560537002;8560546002;8562437002;8563110002;8569125002;8569160002;8569790002;8605075002;8642274002,6282,0.7301870584487915,6.2109375,6.33984375,refined,6.33984375,68m_logit,300,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,57,4022384009,arcanaanalytics,greenhouse,DevOps Engineer,Bangalore,https://job-boards.greenhouse.io/arcanaanalytics/jobs/4022384009,2026-07-21T01:00:14-04:00,arcanaanalytics,devops engineer,1,,2440,0.6478709578514099,7.89453125,6.3359375,refined,6.3359375,68m_logit,10,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,58,7523920,mongodb,greenhouse,"Software Engineer 3, Atlas Search Systems",San Francisco,https://www.mongodb.com/careers/job/?gh_jid=7523920,2026-07-21T10:26:00-04:00,mongodb,"software engineer 3, atlas search systems",1,,6391,0.5003502368927002,6.25,6.33203125,refined,6.33203125,68m_logit,275,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
cascade-17m-68m,59,R264053,analogdevices|wd1|external,workday,Cloud Software Engineer,"India, Bangalore, RMZ",https://analogdevices.wd1.myworkdayjobs.com/external/job/India-Bangalore-RMZ/Cloud-Software-Engineer_R264053,2026-07-21T17:47:20.233845+00:00,analogdevices|wd1|external,cloud software engineer,1,,4855,0.6764448881149292,6.01953125,6.3203125,refined,6.3203125,68m_logit,390,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
