config,rank,job_id,board_token,source,title,location,url,updated_at,cluster_company,cluster_title,cluster_size,sibling_job_ids,desc_chars,encoder_score,rerank_score_wide,rerank_score_refined,rerank_stage,rank_score,rank_score_kind,wide_rank,run_id,pool_n,pool_sha,code_sha,profile_sha
direct-17m,11,4715753005,globalhealthcareexchangeinc,greenhouse,Software Engineer III,"Hyderabad, Telangana, India",https://job-boards.greenhouse.io/globalhealthcareexchangeinc/jobs/4715753005,2026-07-21T03:01:10-04:00,globalhealthcareexchangeinc,software engineer iii,1,,7936,0.835830807685852,7.84765625,,wide,7.84765625,17m_logit,11,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,12,4628511006,accenturefederalservices,greenhouse,Full Stack Engineer,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4628511006?gh_jid=4628511006,2026-07-20T16:29:22-04:00,accenturefederalservices,full stack engineer,2,4673775006,7887,0.8384212851524353,7.82421875,,wide,7.82421875,17m_logit,12,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,13,4686185006,accenturefederalservices,greenhouse,SAP DevOps Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4686185006?gh_jid=4686185006,2026-07-20T16:29:22-04:00,accenturefederalservices,sap devops engineer,1,,7733,0.5560711622238159,7.80859375,,wide,7.80859375,17m_logit,13,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,14,4685018006,accenturefederalservices,greenhouse,AWS Cloud Engineer,"Tampa, FL",https://boards.greenhouse.io/accenturefederalservices/jobs/4685018006?gh_jid=4685018006,2026-07-20T17:10:34-04:00,accenturefederalservices,aws cloud engineer,2,4697794006,8376,0.5153915882110596,7.75390625,,wide,7.75390625,17m_logit,14,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,15,7810449003,oddball,greenhouse,DevOps Engineer,Remote,https://job-boards.greenhouse.io/oddball/jobs/7810449003,2026-07-20T19:07:17-04:00,oddball,devops engineer,1,,3285,0.6478709578514099,7.734375,,wide,7.734375,17m_logit,15,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,16,4678454006,accenturefederalservices,greenhouse,Cloud Engineer,"Arlington, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4678454006?gh_jid=4678454006,2026-07-20T16:29:22-04:00,accenturefederalservices,cloud engineer,2,4612894006,7820,0.6119993925094604,7.703125,,wide,7.703125,17m_logit,16,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,17,4689020006,accenturefederalservices,greenhouse,Jr. DevOps Engineer,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4689020006?gh_jid=4689020006,2026-07-20T16:29:22-04:00,accenturefederalservices,jr. devops engineer,1,,8259,0.6084761023521423,7.69921875,,wide,7.69921875,17m_logit,17,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,18,4481921005,scaleai,greenhouse,"Forward Deployed Software Engineer, Public Sector","Austin, TX; St. Louis, MO; Washington, DC",https://job-boards.greenhouse.io/scaleai/jobs/4481921005,2026-07-21T13:29:09-04:00,scaleai,"forward deployed software engineer, public sector",1,,7260,0.748952329158783,7.66015625,,wide,7.66015625,17m_logit,18,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,19,4693021006,accenturefederalservices,greenhouse,Cloud Engineer - Terraform + GitLab ,"Aberdeen, MD; Fort Belvoir, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4693021006?gh_jid=4693021006,2026-07-20T16:29:22-04:00,accenturefederalservices,cloud engineer - terraform + gitlab,1,,8840,0.3295416831970215,7.65234375,,wide,7.65234375,17m_logit,19,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,20,7803020003,verisign,greenhouse,Java Software Engineer,"Reston,Virginia,United States",https://job-boards.greenhouse.io/verisign/jobs/7803020003,2026-07-21T12:01:07-04:00,verisign,java software engineer,1,,6149,0.7096642255783081,7.63671875,,wide,7.63671875,17m_logit,20,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,21,4689022006,accenturefederalservices,greenhouse,DevOps Engineer,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4689022006?gh_jid=4689022006,2026-07-20T16:29:22-04:00,accenturefederalservices,devops engineer,6,4612949006;4658394006;4674040006;4688445006;4694181006,8313,0.6478711366653442,7.578125,,wide,7.578125,17m_logit,22,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,22,4655607006,accenturefederalservices,greenhouse,Software Development Engineer,"Chantilly, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4655607006?gh_jid=4655607006,2026-07-20T16:29:22-04:00,accenturefederalservices,software development engineer,1,,7197,0.9307779669761658,7.578125,,wide,7.578125,17m_logit,21,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,23,4689805006,accenturefederalservices,greenhouse,Cloud / DevOps Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4689805006?gh_jid=4689805006,2026-07-20T16:29:22-04:00,accenturefederalservices,cloud / devops engineer,1,,7681,0.5665740966796875,7.55078125,,wide,7.55078125,17m_logit,24,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,24,4680047006,accenturefederalservices,greenhouse,Cloud Platform Engineer,"Tampa, FL",https://boards.greenhouse.io/accenturefederalservices/jobs/4680047006?gh_jid=4680047006,2026-07-20T16:29:22-04:00,accenturefederalservices,cloud platform engineer,9,4618777006;4622258006;4645123006;4652819006;4662040006;4680087006;4680139006;4689994006,9369,0.5513917207717896,7.55078125,,wide,7.55078125,17m_logit,23,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,25,R005736,adtran|wd3|adtran,workday,Software Engineer,"Bangalore, India",https://adtran.wd3.myworkdayjobs.com/adtran/job/Bangalore-India/Software-Engineer_R005736,2026-07-21T17:44:32.127798+00:00,adtran|wd3|adtran,software engineer,1,,3133,0.9999998211860657,7.50390625,,wide,7.50390625,17m_logit,25,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,26,7957794,mongodb,greenhouse,"Technical Services Engineer, Partners",Bengaluru,https://www.mongodb.com/careers/job/?gh_jid=7957794,2026-07-21T10:26:00-04:00,mongodb,"technical services engineer, partners",1,,4022,0.5679566860198975,7.5,,wide,7.5,17m_logit,26,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,27,4669270006,accenturefederalservices,greenhouse,Generative AI Applications Engineer (Agents & RAG) ,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4669270006?gh_jid=4669270006,2026-07-20T16:29:22-04:00,accenturefederalservices,generative ai applications engineer,3,4669272006;4669273006,9804,0.6572744846343994,7.484375,,wide,7.484375,17m_logit,27,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,28,5430088004,vercel,greenhouse,"Software Engineer, Backend",Remote - United States,https://job-boards.greenhouse.io/vercel/jobs/5430088004,2026-07-20T19:13:52-04:00,vercel,"software engineer, backend",1,,4119,0.8705725073814392,7.48046875,,wide,7.48046875,17m_logit,31,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,29,4672257006,accenturefederalservices,greenhouse,Custom Software Engineer,"Arlington, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4672257006?gh_jid=4672257006,2026-07-20T16:29:22-04:00,accenturefederalservices,custom software engineer,4,4673485006;4683608006;4688156006,9422,0.7289592027664185,7.48046875,,wide,7.48046875,17m_logit,30,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,30,4680117006,accenturefederalservices,greenhouse,Software Engineer,"Chantilly, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4680117006?gh_jid=4680117006,2026-07-20T16:29:22-04:00,accenturefederalservices,software engineer,5,4609681006;4609686006;4689027006;4689886006,8116,0.9999997615814209,7.44921875,,wide,7.44921875,17m_logit,33,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,31,8f96b791-a170-4959-a772-74e1872f5841,jump-app,ashby,Application Product Security Engineer,Remote,https://jobs.ashbyhq.com/jump-app/8f96b791-a170-4959-a772-74e1872f5841,2026-07-20T17:50:09.696000+00:00,jump-app,application product security engineer,1,,3902,0.5257539749145508,7.44140625,,wide,7.44140625,17m_logit,34,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,32,5159092007,andurilindustries,greenhouse,2026 Early Career Engineering Finance Associate,"Costa Mesa, California, United States",https://boards.greenhouse.io/andurilindustries/jobs/5159092007?gh_jid=5159092007,2026-07-21T09:14:26-04:00,andurilindustries,2026 early career engineering finance associate,1,,7488,0.47056469321250916,7.43359375,,wide,7.43359375,17m_logit,36,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,33,4309675009,vianttechnology,greenhouse,Cloud Reliability Engineer (Irvine/Los Angeles Interview Required),"Irvine, California, United States; Los Angeles, California, United States",https://job-boards.greenhouse.io/vianttechnology/jobs/4309675009,2026-07-21T04:01:56-04:00,vianttechnology,cloud reliability engineer,1,,3717,0.45389658212661743,7.43359375,,wide,7.43359375,17m_logit,35,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,34,42296,guidehouse|wd1|external,workday,Software Developer,US - Remote (Any location),https://guidehouse.wd1.myworkdayjobs.com/external/job/US---Remote-Any-location/Software-Developer_42296,2026-07-21T18:28:36.833955+00:00,guidehouse|wd1|external,software developer,1,,6310,0.872922956943512,7.390625,,wide,7.390625,17m_logit,37,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,35,8633661002,fieldwire,greenhouse,Mid-Level Backend Engineer,United States (Remote),https://www.fieldwire.com/job/8633661002?gh_jid=8633661002,2026-07-20T17:43:20-04:00,fieldwire,mid-level backend engineer,1,,3878,0.8757864236831665,7.375,,wide,7.375,17m_logit,38,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,36,4608162006,accenturefederalservices,greenhouse,AI/ML Engineer ,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4608162006?gh_jid=4608162006,2026-07-20T17:10:32-04:00,accenturefederalservices,ai/ml engineer,2,4674621006,7530,0.9861340522766113,7.3515625,,wide,7.3515625,17m_logit,40,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,37,4668793006,accenturefederalservices,greenhouse,Cloud Services Engineer,"Eglin AFB, FL",https://boards.greenhouse.io/accenturefederalservices/jobs/4668793006?gh_jid=4668793006,2026-07-20T16:29:22-04:00,accenturefederalservices,cloud services engineer,1,,8271,0.5935661196708679,7.3359375,,wide,7.3359375,17m_logit,42,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,38,5167865007,andurilindustries,greenhouse,Early Career Firmware Engineer ,"Costa Mesa, California, United States",https://boards.greenhouse.io/andurilindustries/jobs/5167865007?gh_jid=5167865007,2026-07-21T10:55:58-04:00,andurilindustries,early career firmware engineer,1,,6110,0.6292263865470886,7.33203125,,wide,7.33203125,17m_logit,43,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,39,4644242006,accenturefederalservices,greenhouse,AI / ML Engineer,"Chantilly, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4644242006?gh_jid=4644242006,2026-07-20T17:10:32-04:00,accenturefederalservices,ai / ml engineer,2,4628914006,7129,0.9861340522766113,7.30859375,,wide,7.30859375,17m_logit,44,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,40,8584271002,spacex,greenhouse,"Software Engineer, PCBA (Starlink)","Redmond, WA",https://boards.greenhouse.io/spacex/jobs/8584271002?gh_jid=8584271002,2026-07-20T18:01:25-04:00,spacex,"software engineer, pcba",1,,5176,0.554413378238678,7.23046875,,wide,7.23046875,17m_logit,50,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,41,5633880004,vercel,greenhouse,"Software Engineer, Deployment Infrastructure","Hybrid - San Francisco, New York City",https://job-boards.greenhouse.io/vercel/jobs/5633880004,2026-07-20T19:13:52-04:00,vercel,"software engineer, deployment infrastructure",1,,5481,0.5614310503005981,7.23046875,,wide,7.23046875,17m_logit,49,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,42,4657329006,accenturefederalservices,greenhouse,DevSecOps Engineer,"Reston, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4657329006?gh_jid=4657329006,2026-07-20T16:29:22-04:00,accenturefederalservices,devsecops engineer,2,4646344006,8331,0.5189478397369385,7.2265625,,wide,7.2265625,17m_logit,51,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,43,4685954006,accenturefederalservices,greenhouse,Cleared DevOps Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4685954006?gh_jid=4685954006,2026-07-20T16:29:22-04:00,accenturefederalservices,cleared devops engineer,1,,7229,0.47932517528533936,7.22265625,,wide,7.22265625,17m_logit,52,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,44,5165240008,trueclassicteesllc,greenhouse,AI Engineer,"Calabasas, CA",https://job-boards.greenhouse.io/trueclassicteesllc/jobs/5165240008,2026-07-20T16:57:54-04:00,trueclassicteesllc,ai engineer,1,,6025,1.0,7.21484375,,wide,7.21484375,17m_logit,53,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,45,5551619004,vercel,greenhouse,"Software Engineer, Compute",Remote - United States,https://job-boards.greenhouse.io/vercel/jobs/5551619004,2026-07-20T19:13:52-04:00,vercel,"software engineer, compute",1,,3952,0.7315866947174072,7.20703125,,wide,7.20703125,17m_logit,55,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,46,4608156006,accenturefederalservices,greenhouse,Data Architect,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4608156006?gh_jid=4608156006,2026-07-20T16:29:22-04:00,accenturefederalservices,data architect,5,4674792006;4676332006;4676335006;4678457006,8173,0.7033162117004395,7.20703125,,wide,7.20703125,17m_logit,54,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,47,7843774,redventures,greenhouse,Software Engineer | Growth & Transformation,"Charlotte, NC; New York, NY",https://www.redventures.com/careers/positions/open?gh_jid=7843774,2026-07-20T16:24:06-04:00,redventures,software engineer | growth & transformation,1,,9197,0.6725902557373047,7.19921875,,wide,7.19921875,17m_logit,57,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,48,4662901006,accenturefederalservices,greenhouse,Cleared AI/ML Engineer ,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4662901006?gh_jid=4662901006,2026-07-20T16:29:22-04:00,accenturefederalservices,cleared ai/ml engineer,3,4608166006;4681293006,7195,0.8218361139297485,7.19921875,,wide,7.19921875,17m_logit,56,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,49,R000064918,chevron|wd5|jobs,workday,Cloud Engineer – HPC Compute.,"Bengaluru, Karnataka, India",https://chevron.wd5.myworkdayjobs.com/jobs/job/Bengaluru-Karnataka-India/Senior-Cloud-Engineer---High-Performance-Computing-Storage_R000064918,2026-07-21T18:06:01.036738+00:00,chevron|wd5|jobs,cloud engineer – hpc compute.,1,,5267,0.4627469778060913,7.19140625,,wide,7.19140625,17m_logit,58,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,50,4660560006,accenturefederalservices,greenhouse,DevOps Architect ,"Fort Meade, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4660560006?gh_jid=4660560006,2026-07-20T16:29:22-04:00,accenturefederalservices,devops architect,1,,9155,0.6186591386795044,7.18359375,,wide,7.18359375,17m_logit,60,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,51,4689025006,accenturefederalservices,greenhouse,Jr. Software Engineer ,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4689025006?gh_jid=4689025006,2026-07-20T16:29:22-04:00,accenturefederalservices,jr. software engineer,1,,8196,0.7687092423439026,7.17578125,,wide,7.17578125,17m_logit,62,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,52,4610676006,accenturefederalservices,greenhouse,Data Engineer Specialist,"Arlington, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4610676006?gh_jid=4610676006,2026-07-20T16:29:22-04:00,accenturefederalservices,data engineer specialist,1,,8101,0.7917602062225342,7.15234375,,wide,7.15234375,17m_logit,64,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,53,8016515,fanduel,greenhouse,Software Engineer,"Atlanta, Georgia, United States",https://www.fanduel.careers/open-positions?gh_jid=8016515,2026-07-20T19:01:11-04:00,fanduel,software engineer,1,,8959,0.9999998211860657,7.14453125,,wide,7.14453125,17m_logit,65,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,54,4609467006,accenturefederalservices,greenhouse,Data Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4609467006?gh_jid=4609467006,2026-07-20T16:29:22-04:00,accenturefederalservices,data engineer,3,4666148006;4680730006,7790,0.8135944604873657,7.13671875,,wide,7.13671875,17m_logit,66,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,55,7650609003,tulip,greenhouse,Applied AI Engineer ,"Somerville, MA",https://tulip.co/careers/job-posting/?gh_jid=7650609003,2026-07-21T11:30:17-04:00,tulip,applied ai engineer,1,,6095,0.8953640460968018,7.125,,wide,7.125,17m_logit,69,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,56,4691998006,accenturefederalservices,greenhouse,Forward Data Engineer,"McLean, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4691998006?gh_jid=4691998006,2026-07-20T16:29:22-04:00,accenturefederalservices,forward data engineer,1,,7387,0.6528608798980713,7.12109375,,wide,7.12109375,17m_logit,70,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,57,7993984,mongodb,greenhouse,Software Engineer 3,Gurugram,https://www.mongodb.com/careers/job/?gh_jid=7993984,2026-07-21T10:26:00-04:00,mongodb,software engineer 3,4,7908785;8015792;8069776,3588,0.8602790832519531,7.109375,,wide,7.109375,17m_logit,72,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,58,4643762006,accenturefederalservices,greenhouse,"Azure Data Engineer in St. Louis, MO","St. Louis, MO",https://boards.greenhouse.io/accenturefederalservices/jobs/4643762006?gh_jid=4643762006,2026-07-20T17:10:32-04:00,accenturefederalservices,"azure data engineer in st. louis, mo",1,,7746,0.4566892087459564,7.109375,,wide,7.109375,17m_logit,71,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,59,4689035006,accenturefederalservices,greenhouse,Systems Engineer,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4689035006?gh_jid=4689035006,2026-07-20T16:29:22-04:00,accenturefederalservices,systems engineer,4,4658153006;4668821006;4676953006,7571,0.7451512813568115,7.09765625,,wide,7.09765625,17m_logit,74,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,60,4609468006,accenturefederalservices,greenhouse,Cleared Data Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4609468006?gh_jid=4609468006,2026-07-20T16:29:22-04:00,accenturefederalservices,cleared data engineer,1,,7837,0.5761535167694092,7.09765625,,wide,7.09765625,17m_logit,73,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-17m,61,8031341,fanduel,greenhouse,Security Engineer,New York City,https://www.fanduel.careers/open-positions?gh_jid=8031341,2026-07-20T19:01:11-04:00,fanduel,security engineer,2,8031351,6677,0.6898725032806396,7.09375,,wide,7.09375,17m_logit,75,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
