config,rank,job_id,board_token,source,title,location,url,updated_at,cluster_company,cluster_title,cluster_size,sibling_job_ids,desc_chars,encoder_score,rerank_score_wide,rerank_score_refined,rerank_stage,rank_score,rank_score_kind,wide_rank,run_id,pool_n,pool_sha,code_sha,profile_sha
direct-68m,16,6099577004,redwoodmaterials,greenhouse,Software Engineer - ML/Computer Vision (Battery Sorting),"McCarran, NV; San Francisco, California, United States",https://boards.greenhouse.io/redwoodmaterials/jobs/6099577004?gh_jid=6099577004,2026-07-21T10:31:47-04:00,redwoodmaterials,software engineer - ml/computer vision,1,,4652,0.37953275442123413,7.17578125,,wide,7.17578125,68m_logit,16,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,17,7810449003,oddball,greenhouse,DevOps Engineer,Remote,https://job-boards.greenhouse.io/oddball/jobs/7810449003,2026-07-20T19:07:17-04:00,oddball,devops engineer,1,,3285,0.6478709578514099,7.078125,,wide,7.078125,68m_logit,17,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,18,8558761002,spacex,greenhouse,Automation & Controls Engineer (Starship),"Starbase, TX",https://boards.greenhouse.io/spacex/jobs/8558761002?gh_jid=8558761002,2026-07-20T18:01:16-04:00,spacex,automation & controls engineer,7,8350391002;8433913002;8456214002;8540471002;8546353002;8617201002,5728,0.526642918586731,7.0390625,,wide,7.0390625,68m_logit,18,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,19,5063929007,xai,greenhouse,Software Engineer– X Core Product,"Palo Alto, CA",https://job-boards.greenhouse.io/xai/jobs/5063929007,2026-07-20T16:42:59-04:00,xai,software engineer– x core product,1,,2767,0.5644785165786743,6.99609375,,wide,6.99609375,68m_logit,19,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,20,4674621006,accenturefederalservices,greenhouse,AI/ML Engineer,"Arlington, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4674621006?gh_jid=4674621006,2026-07-20T17:10:33-04:00,accenturefederalservices,ai/ml engineer,2,4608162006,7542,0.9861341118812561,6.9765625,,wide,6.9765625,68m_logit,20,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,21,5633880004,vercel,greenhouse,"Software Engineer, Deployment Infrastructure","Hybrid - San Francisco, New York City",https://job-boards.greenhouse.io/vercel/jobs/5633880004,2026-07-20T19:13:52-04:00,vercel,"software engineer, deployment infrastructure",1,,5481,0.5614310503005981,6.9375,,wide,6.9375,68m_logit,21,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,22,8632433002,moon,greenhouse,"Full-Stack Engineer - Generalist (Contract, Palo Alto)","Palo Alto, California, United States",https://job-boards.greenhouse.io/moon/jobs/8632433002,2026-07-20T22:03:31-04:00,moon,full-stack engineer - generalist,1,,3134,0.5745256543159485,6.92578125,,wide,6.92578125,68m_logit,22,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,23,4643328006,accenturefederalservices,greenhouse,Big Data Analytic Developer - Full Stack ,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4643328006?gh_jid=4643328006,2026-07-20T16:29:22-04:00,accenturefederalservices,big data analytic developer - full stack,1,,7490,0.5561623573303223,6.87109375,,wide,6.87109375,68m_logit,25,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,24,4609681006,accenturefederalservices,greenhouse,Software Engineer,"Reston, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4609681006?gh_jid=4609681006,2026-07-20T16:29:22-04:00,accenturefederalservices,software engineer,5,4609686006;4680117006;4689027006;4689886006,7557,0.9999997615814209,6.87109375,,wide,6.87109375,68m_logit,24,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,25,0ca9484b-5eb3-45c2-9ea6-64c3f8144a3a,spreetail,lever,Software Engineer II,India,https://jobs.lever.co/spreetail/0ca9484b-5eb3-45c2-9ea6-64c3f8144a3a,2026-07-21T14:22:53.297000+00:00,spreetail,software engineer ii,1,,1745,0.8323724269866943,6.859375,,wide,6.859375,68m_logit,26,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,26,8050714,rubrik,greenhouse,Software Engineer - Hypervisor ,Bangalore ,https://www.rubrik.com/company/careers/departments/job.8050714?gh_jid=8050714,2026-07-20T16:08:56-04:00,rubrik,software engineer - hypervisor,1,,5738,0.5875499248504639,6.85546875,,wide,6.85546875,68m_logit,27,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,27,4628511006,accenturefederalservices,greenhouse,Full Stack Engineer,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4628511006?gh_jid=4628511006,2026-07-20T16:29:22-04:00,accenturefederalservices,full stack engineer,2,4673775006,7887,0.8384212851524353,6.8515625,,wide,6.8515625,68m_logit,28,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,28,1208934,hpe|wd5|jobsathpe,workday,AI/ML Engineer,"Bengaluru, Karnātaka, India",https://hpe.wd5.myworkdayjobs.com/jobsathpe/job/Bengaluru-Karntaka-India/AI-ML-Engineer_1208934-2,2026-07-21T18:30:43.700443+00:00,hpe|wd5|jobsathpe,ai/ml engineer,2,1208933,9209,0.9861341118812561,6.81640625,,wide,6.81640625,68m_logit,29,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,29,8398679002,spacex,greenhouse,"Backend Software Engineer, GNC (Starlink) ","Redmond, WA",https://boards.greenhouse.io/spacex/jobs/8398679002?gh_jid=8398679002,2026-07-20T18:00:43-04:00,spacex,"backend software engineer, gnc",1,,5866,0.49424445629119873,6.78515625,,wide,6.78515625,68m_logit,30,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,30,4481921005,scaleai,greenhouse,"Forward Deployed Software Engineer, Public Sector","Austin, TX; St. Louis, MO; Washington, DC",https://job-boards.greenhouse.io/scaleai/jobs/4481921005,2026-07-21T13:29:09-04:00,scaleai,"forward deployed software engineer, public sector",1,,7260,0.748952329158783,6.77734375,,wide,6.77734375,68m_logit,32,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,31,R26_820,arcticwolf|wd1|external,workday,Python Backend Developer,Remote - IND - Haryana,https://arcticwolf.wd1.myworkdayjobs.com/external/job/Remote---IND---Haryana/Python-Backend-Developer_R26_820,2026-07-21T17:48:41.836420+00:00,arcticwolf|wd1|external,python backend developer,1,,7181,0.6210870742797852,6.76953125,,wide,6.76953125,68m_logit,34,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,32,5551619004,vercel,greenhouse,"Software Engineer, Compute",Remote - United States,https://job-boards.greenhouse.io/vercel/jobs/5551619004,2026-07-20T19:13:52-04:00,vercel,"software engineer, compute",1,,3952,0.7315866947174072,6.76953125,,wide,6.76953125,68m_logit,33,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,33,4960949,pfizer|wd1|pfizercareers,workday,DS & AI Full Stack Engineer,India - Mumbai,https://pfizer.wd1.myworkdayjobs.com/pfizercareers/job/India---Mumbai/DS---AI-Full-Stack-Engineer_4960949-1,2026-07-21T18:48:18.460018+00:00,pfizer|wd1|pfizercareers,ds & ai full stack engineer,1,,3835,0.6338227391242981,6.7421875,,wide,6.7421875,68m_logit,35,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,34,4681183006,astranis,greenhouse,Software Engineer- Backend Intern (Fall 2026),"San Francisco, CA",https://job-boards.greenhouse.io/astranis/jobs/4681183006,2026-07-20T17:30:21-04:00,astranis,software engineer- backend intern,1,,3185,0.6929463148117065,6.73828125,,wide,6.73828125,68m_logit,36,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,35,7957794,mongodb,greenhouse,"Technical Services Engineer, Partners",Bengaluru,https://www.mongodb.com/careers/job/?gh_jid=7957794,2026-07-21T10:26:00-04:00,mongodb,"technical services engineer, partners",1,,4022,0.5679566860198975,6.70703125,,wide,6.70703125,68m_logit,37,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,36,8553080002,spacex,greenhouse,"Full Stack Software Engineer, Data","Starbase, TX",https://boards.greenhouse.io/spacex/jobs/8553080002?gh_jid=8553080002,2026-07-20T18:00:47-04:00,spacex,"full stack software engineer, data",3,8540435002;8625149002,4408,0.7234224081039429,6.703125,,wide,6.703125,68m_logit,39,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,37,8421359002,spacex,greenhouse,Full Stack Software Engineer (Components),"Hawthorne, CA",https://boards.greenhouse.io/spacex/jobs/8421359002?gh_jid=8421359002,2026-07-20T18:00:47-04:00,spacex,full stack software engineer,7,8495131002;8495180002;8555791002;8600005002;8610872002;8639573002,5034,0.7540076971054077,6.703125,,wide,6.703125,68m_logit,38,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,38,R-54185-2026,harman|wd3|harman,workday,Software Engineer - Java Backend,"Bangalore - Karnataka, India - Kalyani Platina",https://harman.wd3.myworkdayjobs.com/harman/job/Bangalore---Karnataka-India---Kalyani-Platina/Software-Engineer---Java-Backend_R-54185-2026,2026-07-21T18:29:03.856950+00:00,harman|wd3|harman,software engineer - java backend,1,,3496,0.6938292384147644,6.68359375,,wide,6.68359375,68m_logit,43,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,39,8637712002,spacex,greenhouse,"Software Engineer, Applied AI (Starlink) ","Redmond, WA",https://boards.greenhouse.io/spacex/jobs/8637712002?gh_jid=8637712002,2026-07-20T18:01:20-04:00,spacex,"software engineer, applied ai",1,,5934,0.7046381831169128,6.68359375,,wide,6.68359375,68m_logit,42,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,40,8037730,thoughtworks,greenhouse,Associate-Graduate:Developer,"Chicago, Illinois, USA",https://www.thoughtworks.com/careers/jobs/8037730?gh_jid=8037730,2026-07-20T20:40:07-04:00,thoughtworks,associate-graduate:developer,1,,9363,0.5261023044586182,6.68359375,,wide,6.68359375,68m_logit,41,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,41,4906944101,cognite,greenhouse,Software Engineer - AI/ML Systems ( Context Services ),India (Bengaluru),https://job-boards.eu.greenhouse.io/cognite/jobs/4906944101,2026-07-21T08:14:49-04:00,cognite,software engineer - ai/ml systems,1,,2907,0.684792160987854,6.68359375,,wide,6.68359375,68m_logit,40,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,42,4608166006,accenturefederalservices,greenhouse,Cleared AI/ML Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4608166006?gh_jid=4608166006,2026-07-20T16:29:22-04:00,accenturefederalservices,cleared ai/ml engineer,3,4662901006;4681293006,7630,0.8218361139297485,6.6640625,,wide,6.6640625,68m_logit,44,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,43,8639200002,lyft,greenhouse,"ML Software Engineer, ETA","San Francisco, CA",https://app.careerpuck.com/job-board/lyft/job/8639200002?gh_jid=8639200002,2026-07-20T16:55:30-04:00,lyft,"ml software engineer, eta",1,,4051,0.7741063237190247,6.640625,,wide,6.640625,68m_logit,45,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,44,5252722008,divergent,greenhouse,Real-Time Systems Engineer,"Torrance, California, United States",https://job-boards.greenhouse.io/divergent/jobs/5252722008,2026-07-20T19:25:00-04:00,divergent,real-time systems engineer,1,,7208,0.4918510317802429,6.60546875,,wide,6.60546875,68m_logit,47,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,45,6115863004,googlefiber,greenhouse,"Backend Engineer, AI Systems","Sunnyvale, California, United States",https://fiber.google.com/careers/job/?gh_jid=6115863004,2026-07-21T09:00:13-04:00,googlefiber,"backend engineer, ai systems",1,,4637,0.7822108864784241,6.57421875,,wide,6.57421875,68m_logit,50,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,46,4698536006,orioninnovation,greenhouse,Backend JAVA Developer,"Remote, US",https://www.orioninc.com/careers/job/?gh_jid=4698536006,2026-07-21T13:02:22-04:00,orioninnovation,backend java developer,1,,3055,0.6636720299720764,6.57421875,,wide,6.57421875,68m_logit,49,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,47,7650609003,tulip,greenhouse,Applied AI Engineer ,"Somerville, MA",https://tulip.co/careers/job-posting/?gh_jid=7650609003,2026-07-21T11:30:17-04:00,tulip,applied ai engineer,1,,6095,0.8953640460968018,6.5703125,,wide,6.5703125,68m_logit,52,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,48,5365365008,getwellnetwork,greenhouse,AI Engineer,Bangalore,https://job-boards.greenhouse.io/getwellnetwork/jobs/5365365008,2026-07-21T07:53:58-04:00,getwellnetwork,ai engineer,1,,6085,1.0,6.5703125,,wide,6.5703125,68m_logit,51,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,49,4686185006,accenturefederalservices,greenhouse,SAP DevOps Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4686185006?gh_jid=4686185006,2026-07-20T16:29:22-04:00,accenturefederalservices,sap devops engineer,1,,7733,0.5560711622238159,6.5234375,,wide,6.5234375,68m_logit,54,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,50,4689805006,accenturefederalservices,greenhouse,Cloud / DevOps Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4689805006?gh_jid=4689805006,2026-07-20T16:29:22-04:00,accenturefederalservices,cloud / devops engineer,1,,7681,0.5665740966796875,6.5,,wide,6.5,68m_logit,55,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,51,8054991,mongodb,greenhouse,"Software Engineer 3, Documentation Platform",New York City; Palo Alto; Seattle,https://www.mongodb.com/careers/job/?gh_jid=8054991,2026-07-21T10:26:00-04:00,mongodb,"software engineer 3, documentation platform",2,8054993,5244,0.5581047534942627,6.48828125,,wide,6.48828125,68m_logit,56,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,52,5041977007,xai,greenhouse,Exceptional Designer,"Palo Alto, CA",https://job-boards.greenhouse.io/xai/jobs/5041977007,2026-07-20T16:42:59-04:00,xai,exceptional designer,1,,2841,0.3555683493614197,6.47265625,,wide,6.47265625,68m_logit,57,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,53,8633661002,fieldwire,greenhouse,Mid-Level Backend Engineer,United States (Remote),https://www.fieldwire.com/job/8633661002?gh_jid=8633661002,2026-07-20T17:43:20-04:00,fieldwire,mid-level backend engineer,1,,3878,0.8757864236831665,6.46484375,,wide,6.46484375,68m_logit,58,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,54,7908785,mongodb,greenhouse,Software Engineer 3,Gurugram,https://www.mongodb.com/careers/job/?gh_jid=7908785,2026-07-21T10:26:00-04:00,mongodb,software engineer 3,4,7993984;8015792;8069776,4790,0.8602790832519531,6.453125,,wide,6.453125,68m_logit,60,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,55,R005736,adtran|wd3|adtran,workday,Software Engineer,"Bangalore, India",https://adtran.wd3.myworkdayjobs.com/adtran/job/Bangalore-India/Software-Engineer_R005736,2026-07-21T17:44:32.127798+00:00,adtran|wd3|adtran,software engineer,1,,3133,0.9999998211860657,6.4453125,,wide,6.4453125,68m_logit,62,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,56,8551478002,spacex,greenhouse,Production Supervisor (PCB Manufacturing),"Bastrop, TX",https://boards.greenhouse.io/spacex/jobs/8551478002?gh_jid=8551478002,2026-07-20T18:01:13-04:00,spacex,production supervisor,1,,5659,0.37263089418411255,6.4453125,,wide,6.4453125,68m_logit,61,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,57,8420526002,spacex,greenhouse,"Application Software Engineer, Data","Starbase, TX",https://boards.greenhouse.io/spacex/jobs/8420526002?gh_jid=8420526002,2026-07-20T18:00:47-04:00,spacex,"application software engineer, data",1,,4409,0.6847400665283203,6.44140625,,wide,6.44140625,68m_logit,63,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,58,5159092007,andurilindustries,greenhouse,2026 Early Career Engineering Finance Associate,"Costa Mesa, California, United States",https://boards.greenhouse.io/andurilindustries/jobs/5159092007?gh_jid=5159092007,2026-07-21T09:14:26-04:00,andurilindustries,2026 early career engineering finance associate,1,,7488,0.47056469321250916,6.42578125,,wide,6.42578125,68m_logit,64,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,59,4673485006,accenturefederalservices,greenhouse,Custom Software Engineer ,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4673485006?gh_jid=4673485006,2026-07-20T16:29:22-04:00,accenturefederalservices,custom software engineer,4,4672257006;4683608006;4688156006,8078,0.7289592027664185,6.421875,,wide,6.421875,68m_logit,65,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,60,42296,guidehouse|wd1|external,workday,Software Developer,US - Remote (Any location),https://guidehouse.wd1.myworkdayjobs.com/external/job/US---Remote-Any-location/Software-Developer_42296,2026-07-21T18:28:36.833955+00:00,guidehouse|wd1|external,software developer,1,,6310,0.872922956943512,6.40234375,,wide,6.40234375,68m_logit,67,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,61,4692256006,accenturefederalservices,greenhouse,Forward Deployed Data Engineer - Databricks,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4692256006?gh_jid=4692256006,2026-07-20T16:29:22-04:00,accenturefederalservices,forward deployed data engineer - databricks,1,,7791,0.5570927858352661,6.38671875,,wide,6.38671875,68m_logit,68,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-68m,62,7800617003,axontalentcommunity,greenhouse,2027 US Software Engineering Internship,"Seattle, Washington, United States",https://job-boards.greenhouse.io/axontalentcommunity/jobs/7800617003,2026-07-21T13:12:19-04:00,axontalentcommunity,2027 us software engineering internship,1,,3117,0.5944019556045532,6.375,,wide,6.375,68m_logit,69,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
