config,rank,job_id,board_token,source,title,location,url,updated_at,cluster_company,cluster_title,cluster_size,sibling_job_ids,desc_chars,encoder_score,rerank_score_wide,rerank_score_refined,rerank_stage,rank_score,rank_score_kind,wide_rank,run_id,pool_n,pool_sha,code_sha,profile_sha
direct-32m,13,7235322,mongodb,greenhouse,"Software Engineer 3, Search Systems Replication & Routing",San Francisco,https://www.mongodb.com/careers/job/?gh_jid=7235322,2026-07-21T10:26:00-04:00,mongodb,"software engineer 3, search systems replication & routing",1,,5421,0.3780256509780884,7.49609375,,wide,7.49609375,32m_logit,13,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,14,5159092007,andurilindustries,greenhouse,2026 Early Career Engineering Finance Associate,"Costa Mesa, California, United States",https://boards.greenhouse.io/andurilindustries/jobs/5159092007?gh_jid=5159092007,2026-07-21T09:14:26-04:00,andurilindustries,2026 early career engineering finance associate,1,,7488,0.47056469321250916,7.4921875,,wide,7.4921875,32m_logit,14,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,15,8566918002,axs,greenhouse,Software Engineer,"Charlotte, NC",https://job-boards.greenhouse.io/axs/jobs/8566918002,2026-07-20T15:10:08-04:00,axs,software engineer,1,,7653,0.9999997615814209,7.4765625,,wide,7.4765625,32m_logit,15,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,16,4609681006,accenturefederalservices,greenhouse,Software Engineer,"Reston, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4609681006?gh_jid=4609681006,2026-07-20T16:29:22-04:00,accenturefederalservices,software engineer,5,4609686006;4680117006;4689027006;4689886006,7557,0.9999997615814209,7.44921875,,wide,7.44921875,32m_logit,16,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,17,4022384009,arcanaanalytics,greenhouse,DevOps Engineer,Bangalore,https://job-boards.greenhouse.io/arcanaanalytics/jobs/4022384009,2026-07-21T01:00:14-04:00,arcanaanalytics,devops engineer,1,,2440,0.6478709578514099,7.43359375,,wide,7.43359375,32m_logit,17,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,18,7803020003,verisign,greenhouse,Java Software Engineer,"Reston,Virginia,United States",https://job-boards.greenhouse.io/verisign/jobs/7803020003,2026-07-21T12:01:07-04:00,verisign,java software engineer,1,,6149,0.7096642255783081,7.38671875,,wide,7.38671875,32m_logit,18,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,19,4698536006,orioninnovation,greenhouse,Backend JAVA Developer,"Remote, US",https://www.orioninc.com/careers/job/?gh_jid=4698536006,2026-07-21T13:02:22-04:00,orioninnovation,backend java developer,1,,3055,0.6636720299720764,7.3828125,,wide,7.3828125,32m_logit,19,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,20,7775271003,oddball,greenhouse,Back End Engineer,Remote,https://job-boards.greenhouse.io/oddball/jobs/7775271003,2026-07-20T14:54:52-04:00,oddball,back end engineer,1,,3598,0.8809669017791748,7.30078125,,wide,7.30078125,32m_logit,20,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,21,4644875006,accenturefederalservices,greenhouse,Cleared Java Developer,"Arlington, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4644875006?gh_jid=4644875006,2026-07-20T16:29:22-04:00,accenturefederalservices,cleared java developer,2,4687390006,8071,0.4633544385433197,7.25,,wide,7.25,32m_logit,21,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,22,65148649-2d74-4af6-a0b0-cad793083d78,tradeify,ashby,Full Stack Engineer,Remote,https://jobs.ashbyhq.com/tradeify/65148649-2d74-4af6-a0b0-cad793083d78,2026-07-21T15:48:38.775000+00:00,tradeify,full stack engineer,1,,4588,0.8384212851524353,7.24609375,,wide,7.24609375,32m_logit,22,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,23,8590099002,aegworldwide,greenhouse,Software Engineer- CH- AXS,"Charlotte, NC",https://job-boards.greenhouse.io/aegworldwide/jobs/8590099002,2026-07-20T15:10:23-04:00,aegworldwide,software engineer- ch- axs,1,,7653,0.677356481552124,7.22265625,,wide,7.22265625,32m_logit,23,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,24,5179639004,vercel,greenhouse,"Software Engineer, CDN","Hybrid - San Francisco, New York City",https://job-boards.greenhouse.io/vercel/jobs/5179639004,2026-07-20T19:13:52-04:00,vercel,"software engineer, cdn",1,,3901,0.7559285163879395,7.203125,,wide,7.203125,32m_logit,25,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,25,4669270006,accenturefederalservices,greenhouse,Generative AI Applications Engineer (Agents & RAG) ,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4669270006?gh_jid=4669270006,2026-07-20T16:29:22-04:00,accenturefederalservices,generative ai applications engineer,3,4669272006;4669273006,9804,0.6572744846343994,7.19921875,,wide,7.19921875,32m_logit,26,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,26,7523834,mongodb,greenhouse,"Software Engineer, Data Migration",California; Oregon; Washington,https://www.mongodb.com/careers/job/?gh_jid=7523834,2026-07-21T10:26:00-04:00,mongodb,"software engineer, data migration",1,,7532,0.5524953603744507,7.15625,,wide,7.15625,32m_logit,29,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,27,4628511006,accenturefederalservices,greenhouse,Full Stack Engineer,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4628511006?gh_jid=4628511006,2026-07-20T16:29:22-04:00,accenturefederalservices,full stack engineer,2,4673775006,7887,0.8384212851524353,7.15234375,,wide,7.15234375,32m_logit,30,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,28,5798406004,vercel,greenhouse,"Software Engineer, AI Gateway","Hybrid - San Francisco, New York City",https://job-boards.greenhouse.io/vercel/jobs/5798406004,2026-07-20T19:13:52-04:00,vercel,"software engineer, ai gateway",1,,4207,0.7624025940895081,7.08984375,,wide,7.08984375,32m_logit,31,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,29,8421359002,spacex,greenhouse,Full Stack Software Engineer (Components),"Hawthorne, CA",https://boards.greenhouse.io/spacex/jobs/8421359002?gh_jid=8421359002,2026-07-20T18:00:47-04:00,spacex,full stack software engineer,7,8495131002;8495180002;8555791002;8600005002;8610872002;8639573002,5034,0.7540076971054077,7.0546875,,wide,7.0546875,32m_logit,32,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,30,8016515,fanduel,greenhouse,Software Engineer,"Atlanta, Georgia, United States",https://www.fanduel.careers/open-positions?gh_jid=8016515,2026-07-20T19:01:11-04:00,fanduel,software engineer,1,,8959,0.9999998211860657,7.046875,,wide,7.046875,32m_logit,33,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,31,4643328006,accenturefederalservices,greenhouse,Big Data Analytic Developer - Full Stack ,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4643328006?gh_jid=4643328006,2026-07-20T16:29:22-04:00,accenturefederalservices,big data analytic developer - full stack,1,,7490,0.5561623573303223,7.0390625,,wide,7.0390625,32m_logit,34,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,32,5798416004,vercel,greenhouse,"Software Engineer, Workflows","Hybrid - San Francisco, New York City",https://job-boards.greenhouse.io/vercel/jobs/5798416004,2026-07-20T19:13:52-04:00,vercel,"software engineer, workflows",1,,4102,0.736120343208313,7.03515625,,wide,7.03515625,32m_logit,35,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,33,7993984,mongodb,greenhouse,Software Engineer 3,Gurugram,https://www.mongodb.com/careers/job/?gh_jid=7993984,2026-07-21T10:26:00-04:00,mongodb,software engineer 3,4,7908785;8015792;8069776,3588,0.8602790832519531,7.03125,,wide,7.03125,32m_logit,36,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,34,5167865007,andurilindustries,greenhouse,Early Career Firmware Engineer ,"Costa Mesa, California, United States",https://boards.greenhouse.io/andurilindustries/jobs/5167865007?gh_jid=5167865007,2026-07-21T10:55:58-04:00,andurilindustries,early career firmware engineer,1,,6110,0.6292263865470886,7.0234375,,wide,7.0234375,32m_logit,37,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,35,5613601004,vercel,greenhouse,"Software Engineer, Growth","Hybrid - San Francisco, New York City",https://job-boards.greenhouse.io/vercel/jobs/5613601004,2026-07-20T19:13:52-04:00,vercel,"software engineer, growth",1,,3220,0.8317070007324219,6.99609375,,wide,6.99609375,32m_logit,38,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,36,4689887006,accenturefederalservices,greenhouse,Software Developer/Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4689887006?gh_jid=4689887006,2026-07-20T16:29:22-04:00,accenturefederalservices,software developer/engineer,1,,7683,0.9073728322982788,6.9921875,,wide,6.9921875,32m_logit,39,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,37,4686185006,accenturefederalservices,greenhouse,SAP DevOps Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4686185006?gh_jid=4686185006,2026-07-20T16:29:22-04:00,accenturefederalservices,sap devops engineer,1,,7733,0.5560711622238159,6.984375,,wide,6.984375,32m_logit,40,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,38,4655607006,accenturefederalservices,greenhouse,Software Development Engineer,"Chantilly, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4655607006?gh_jid=4655607006,2026-07-20T16:29:22-04:00,accenturefederalservices,software development engineer,1,,7197,0.9307779669761658,6.98046875,,wide,6.98046875,32m_logit,41,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,39,6115695004,turing,greenhouse,Software Engineer,India - Remote,https://job-boards.greenhouse.io/turing/jobs/6115695004,2026-07-20T20:30:21-04:00,turing,software engineer,1,,4279,0.9999998211860657,6.97265625,,wide,6.97265625,32m_logit,42,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,40,7957794,mongodb,greenhouse,"Technical Services Engineer, Partners",Bengaluru,https://www.mongodb.com/careers/job/?gh_jid=7957794,2026-07-21T10:26:00-04:00,mongodb,"technical services engineer, partners",1,,4022,0.5679566860198975,6.96484375,,wide,6.96484375,32m_logit,44,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,41,7810449003,oddball,greenhouse,DevOps Engineer,Remote,https://job-boards.greenhouse.io/oddball/jobs/7810449003,2026-07-20T19:07:17-04:00,oddball,devops engineer,1,,3285,0.6478709578514099,6.96484375,,wide,6.96484375,32m_logit,43,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,42,4960949,pfizer|wd1|pfizercareers,workday,DS & AI Full Stack Engineer,India - Mumbai,https://pfizer.wd1.myworkdayjobs.com/pfizercareers/job/India---Mumbai/DS---AI-Full-Stack-Engineer_4960949-1,2026-07-21T18:48:18.460018+00:00,pfizer|wd1|pfizercareers,ds & ai full stack engineer,1,,3835,0.6338227391242981,6.9609375,,wide,6.9609375,32m_logit,45,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,43,8050714,rubrik,greenhouse,Software Engineer - Hypervisor ,Bangalore ,https://www.rubrik.com/company/careers/departments/job.8050714?gh_jid=8050714,2026-07-20T16:08:56-04:00,rubrik,software engineer - hypervisor,1,,5738,0.5875499248504639,6.9375,,wide,6.9375,32m_logit,46,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,44,4608162006,accenturefederalservices,greenhouse,AI/ML Engineer ,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4608162006?gh_jid=4608162006,2026-07-20T17:10:32-04:00,accenturefederalservices,ai/ml engineer,2,4674621006,7530,0.9861340522766113,6.92578125,,wide,6.92578125,32m_logit,47,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,45,8558761002,spacex,greenhouse,Automation & Controls Engineer (Starship),"Starbase, TX",https://boards.greenhouse.io/spacex/jobs/8558761002?gh_jid=8558761002,2026-07-20T18:01:16-04:00,spacex,automation & controls engineer,7,8350391002;8433913002;8456214002;8540471002;8546353002;8617201002,5728,0.526642918586731,6.91015625,,wide,6.91015625,32m_logit,48,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,46,6098390004,vercel,greenhouse,"Software Engineer, eve","Hybrid - San Francisco, New York City",https://job-boards.greenhouse.io/vercel/jobs/6098390004,2026-07-20T19:13:52-04:00,vercel,"software engineer, eve",1,,4187,0.7487661838531494,6.890625,,wide,6.890625,32m_logit,49,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,47,0ca9484b-5eb3-45c2-9ea6-64c3f8144a3a,spreetail,lever,Software Engineer II,India,https://jobs.lever.co/spreetail/0ca9484b-5eb3-45c2-9ea6-64c3f8144a3a,2026-07-21T14:22:53.297000+00:00,spreetail,software engineer ii,1,,1745,0.8323724269866943,6.87890625,,wide,6.87890625,32m_logit,50,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,48,8637712002,spacex,greenhouse,"Software Engineer, Applied AI (Starlink) ","Redmond, WA",https://boards.greenhouse.io/spacex/jobs/8637712002?gh_jid=8637712002,2026-07-20T18:01:20-04:00,spacex,"software engineer, applied ai",1,,5934,0.7046381831169128,6.84375,,wide,6.84375,32m_logit,52,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,49,6105394004,vercel,greenhouse,"Software Engineer, CDN Content",Hybrid - San Francisco,https://job-boards.greenhouse.io/vercel/jobs/6105394004,2026-07-20T19:13:52-04:00,vercel,"software engineer, cdn content",1,,5608,0.6302725076675415,6.828125,,wide,6.828125,32m_logit,54,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,50,4681293006,accenturefederalservices,greenhouse,Cleared AI/ML Engineer,"Tampa, FL",https://boards.greenhouse.io/accenturefederalservices/jobs/4681293006?gh_jid=4681293006,2026-07-20T16:29:22-04:00,accenturefederalservices,cleared ai/ml engineer,3,4608166006;4662901006,7688,0.8218361139297485,6.828125,,wide,6.828125,32m_logit,53,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,51,4673485006,accenturefederalservices,greenhouse,Custom Software Engineer ,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4673485006?gh_jid=4673485006,2026-07-20T16:29:22-04:00,accenturefederalservices,custom software engineer,4,4672257006;4683608006;4688156006,8078,0.7289592027664185,6.82421875,,wide,6.82421875,32m_logit,56,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,52,5428982004,vercel,greenhouse,"Software Engineer, Observability",Hybrid - London,https://job-boards.greenhouse.io/vercel/jobs/5428982004,2026-07-20T19:13:52-04:00,vercel,"software engineer, observability",1,,3922,0.6311977505683899,6.8125,,wide,6.8125,32m_logit,57,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,53,4692256006,accenturefederalservices,greenhouse,Forward Deployed Data Engineer - Databricks,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4692256006?gh_jid=4692256006,2026-07-20T16:29:22-04:00,accenturefederalservices,forward deployed data engineer - databricks,1,,7791,0.5570927858352661,6.79296875,,wide,6.79296875,32m_logit,58,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,54,8037730,thoughtworks,greenhouse,Associate-Graduate:Developer,"Chicago, Illinois, USA",https://www.thoughtworks.com/careers/jobs/8037730?gh_jid=8037730,2026-07-20T20:40:07-04:00,thoughtworks,associate-graduate:developer,1,,9363,0.5261023044586182,6.78515625,,wide,6.78515625,32m_logit,59,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,55,7650609003,tulip,greenhouse,Applied AI Engineer ,"Somerville, MA",https://tulip.co/careers/job-posting/?gh_jid=7650609003,2026-07-21T11:30:17-04:00,tulip,applied ai engineer,1,,6095,0.8953640460968018,6.77734375,,wide,6.77734375,32m_logit,61,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,56,1208934,hpe|wd5|jobsathpe,workday,AI/ML Engineer,"Bengaluru, Karnātaka, India",https://hpe.wd5.myworkdayjobs.com/jobsathpe/job/Bengaluru-Karntaka-India/AI-ML-Engineer_1208934-2,2026-07-21T18:30:43.700443+00:00,hpe|wd5|jobsathpe,ai/ml engineer,2,1208933,9209,0.9861341118812561,6.76953125,,wide,6.76953125,32m_logit,62,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,57,5165240008,trueclassicteesllc,greenhouse,AI Engineer,"Calabasas, CA",https://job-boards.greenhouse.io/trueclassicteesllc/jobs/5165240008,2026-07-20T16:57:54-04:00,trueclassicteesllc,ai engineer,1,,6025,1.0,6.765625,,wide,6.765625,32m_logit,63,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,58,5161421007,andurilindustries,greenhouse,2026 Early Career Finance Coordinator,"Costa Mesa, California, United States",https://boards.greenhouse.io/andurilindustries/jobs/5161421007?gh_jid=5161421007,2026-07-21T10:48:29-04:00,andurilindustries,2026 early career finance coordinator,1,,6536,0.31317979097366333,6.76171875,,wide,6.76171875,32m_logit,65,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,59,4660560006,accenturefederalservices,greenhouse,DevOps Architect ,"Fort Meade, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4660560006?gh_jid=4660560006,2026-07-20T16:29:22-04:00,accenturefederalservices,devops architect,1,,9155,0.6186591386795044,6.76171875,,wide,6.76171875,32m_logit,64,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,60,4689805006,accenturefederalservices,greenhouse,Cloud / DevOps Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4689805006?gh_jid=4689805006,2026-07-20T16:29:22-04:00,accenturefederalservices,cloud / devops engineer,1,,7681,0.5665740966796875,6.75,,wide,6.75,32m_logit,66,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,61,4681183006,astranis,greenhouse,Software Engineer- Backend Intern (Fall 2026),"San Francisco, CA",https://job-boards.greenhouse.io/astranis/jobs/4681183006,2026-07-20T17:30:21-04:00,astranis,software engineer- backend intern,1,,3185,0.6929463148117065,6.7421875,,wide,6.7421875,32m_logit,67,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,62,7985390,purestorage,greenhouse,Production Engineer,"Santa Clara, California",https://job-boards.greenhouse.io/purestorage/jobs/7985390,2026-07-20T15:28:05-04:00,purestorage,production engineer,1,,5347,0.6996763944625854,6.73828125,,wide,6.73828125,32m_logit,68,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
direct-32m,63,5474915004,vercel,greenhouse,"Software Engineer, AI SDK","Hybrid - San Francisco, New York City",https://job-boards.greenhouse.io/vercel/jobs/5474915004,2026-07-20T19:13:52-04:00,vercel,"software engineer, ai sdk",1,,3869,0.7660306096076965,6.734375,,wide,6.734375,32m_logit,69,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
