job_id,board_token,title,location,url,n_configs,configs,verdict
7810449003,oddball,DevOps Engineer,Remote,https://job-boards.greenhouse.io/oddball/jobs/7810449003,4,cascade-17m-68m;cascade-32m-68m;direct-17m;direct-68m,
5633880004,vercel,"Software Engineer, Deployment Infrastructure","Hybrid - San Francisco, New York City",https://job-boards.greenhouse.io/vercel/jobs/5633880004,4,cascade-17m-32m;cascade-17m-68m;cascade-32m-68m;direct-32m,
4674621006,accenturefederalservices,AI/ML Engineer,"Arlington, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4674621006?gh_jid=4674621006,3,cascade-17m-68m;cascade-32m-68m;direct-68m,
4022384009,arcanaanalytics,DevOps Engineer,Bangalore,https://job-boards.greenhouse.io/arcanaanalytics/jobs/4022384009,3,cascade-17m-32m;direct-17m;direct-32m,
7523834,mongodb,"Software Engineer, Data Migration",California; Oregon; Washington,https://www.mongodb.com/careers/job/?gh_jid=7523834,3,cascade-17m-68m;cascade-32m-68m;direct-68m,
7843774,redventures,Software Engineer | Growth & Transformation,"Charlotte, NC; New York, NY",https://www.redventures.com/careers/positions/open?gh_jid=7843774,3,cascade-17m-68m;cascade-32m-68m;direct-68m,
4481921005,scaleai,"Forward Deployed Software Engineer, Public Sector","Austin, TX; St. Louis, MO; Washington, DC",https://job-boards.greenhouse.io/scaleai/jobs/4481921005,3,cascade-17m-32m;direct-17m;direct-32m,
5caff613-773d-466d-9876-cd803811d30b,skyflow,Software Engineer,United States,https://jobs.ashbyhq.com/skyflow/5caff613-773d-466d-9876-cd803811d30b,3,cascade-17m-68m;cascade-32m-68m;direct-68m,
6115695004,turing,Software Engineer,India - Remote,https://job-boards.greenhouse.io/turing/jobs/6115695004,3,cascade-17m-68m;cascade-32m-68m;direct-68m,
5063929007,xai,Software Engineer– X Core Product,"Palo Alto, CA",https://job-boards.greenhouse.io/xai/jobs/5063929007,3,cascade-17m-68m;cascade-32m-68m;direct-68m,
4609681006,accenturefederalservices,Software Engineer,"Reston, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4609681006?gh_jid=4609681006,2,cascade-17m-32m;direct-32m,
5159092007,andurilindustries,2026 Early Career Engineering Finance Associate,"Costa Mesa, California, United States",https://boards.greenhouse.io/andurilindustries/jobs/5159092007?gh_jid=5159092007,2,cascade-17m-32m;direct-32m,
8566918002,axs,Software Engineer,"Charlotte, NC",https://job-boards.greenhouse.io/axs/jobs/8566918002,2,cascade-17m-32m;direct-32m,
5829711004,diligentcorporation,Forward Deployed Engineer  ,"New York, New York, United States",https://job-boards.greenhouse.io/diligentcorporation/jobs/5829711004,2,minilm-controlled;original-minilm,
4698580006,eulerity,Forward Deployed Engineer,"New York, NY",https://job-boards.greenhouse.io/eulerity/jobs/4698580006,2,minilm-controlled;original-minilm,
5365365008,getwellnetwork,AI Engineer,Bangalore,https://job-boards.greenhouse.io/getwellnetwork/jobs/5365365008,2,minilm-controlled;original-minilm,
8282400002,gotion,Machine Learning Engineer,"Manteno, Illinois",https://job-boards.greenhouse.io/gotion/jobs/8282400002,2,minilm-controlled;original-minilm,
42296,guidehouse|wd1|external,Software Developer,US - Remote (Any location),https://guidehouse.wd1.myworkdayjobs.com/external/job/US---Remote-Any-location/Software-Developer_42296,2,cascade-17m-32m;direct-32m,
7619114003,nearform,Forward Deployed Engineer,United States,https://job-boards.greenhouse.io/nearform/jobs/7619114003,2,minilm-controlled;original-minilm,
4851158101,nice,Forward Deployed Engineer,Australia - Remote,https://boards.eu.greenhouse.io/nice/jobs/4851158101?gh_jid=4851158101,2,minilm-controlled;original-minilm,
4698536006,orioninnovation,Backend JAVA Developer,"Remote, US",https://www.orioninc.com/careers/job/?gh_jid=4698536006,2,cascade-17m-32m;direct-32m,
7955995,roku,Machine Learning Engineer,"Bengaluru, India",https://www.weareroku.com/jobs/7955995?gh_jid=7955995,2,minilm-controlled;original-minilm,
7491153,samsara,AI Engineer,Remote - US,https://www.samsara.com/company/careers/roles/7491153?gh_jid=7491153,2,minilm-controlled;original-minilm,
8558761002,spacex,Automation & Controls Engineer (Starship),"Starbase, TX",https://boards.greenhouse.io/spacex/jobs/8558761002?gh_jid=8558761002,2,cascade-32m-68m;direct-68m,
c6d119df-b5e3-4d94-8a4f-22d5040a0924,thought-machine,Forward Deployed Engineer ,"United States, New York, New York City",https://jobs.ashbyhq.com/thought-machine/c6d119df-b5e3-4d94-8a4f-22d5040a0924,2,minilm-controlled;original-minilm,
5165240008,trueclassicteesllc,AI Engineer,"Calabasas, CA",https://job-boards.greenhouse.io/trueclassicteesllc/jobs/5165240008,2,minilm-controlled;original-minilm,
5551619004,vercel,"Software Engineer, Compute",Remote - United States,https://job-boards.greenhouse.io/vercel/jobs/5551619004,2,cascade-17m-32m;direct-32m,
8526776002,workato,Forward Deployed Engineer,"Hyderabad, India",https://www.workato.com/careers?gh_jid=8526776002#open-roles,2,minilm-controlled;original-minilm,
5984207004,workstream,Forward Deployed Engineer ,"Menlo Park, California",https://job-boards.greenhouse.io/workstream/jobs/5984207004,2,minilm-controlled;original-minilm,
4609464006,accenturefederalservices,Data Scientist,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4609464006?gh_jid=4609464006,1,minilm-controlled,
4628511006,accenturefederalservices,Full Stack Engineer,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4628511006?gh_jid=4628511006,1,direct-17m,
4643328006,accenturefederalservices,Big Data Analytic Developer - Full Stack ,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4643328006?gh_jid=4643328006,1,direct-17m,
4651080006,accenturefederalservices,Full Stack Developer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4651080006?gh_jid=4651080006,1,minilm-controlled,
4678454006,accenturefederalservices,Cloud Engineer,"Arlington, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4678454006?gh_jid=4678454006,1,direct-17m,
4685018006,accenturefederalservices,AWS Cloud Engineer,"Tampa, FL",https://boards.greenhouse.io/accenturefederalservices/jobs/4685018006?gh_jid=4685018006,1,direct-17m,
4686185006,accenturefederalservices,SAP DevOps Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4686185006?gh_jid=4686185006,1,direct-17m,
4689020006,accenturefederalservices,Jr. DevOps Engineer,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4689020006?gh_jid=4689020006,1,direct-17m,
4693021006,accenturefederalservices,Cloud Engineer - Terraform + GitLab ,"Aberdeen, MD; Fort Belvoir, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4693021006?gh_jid=4693021006,1,direct-17m,
R005736,adtran|wd3|adtran,Software Engineer,"Bangalore, India",https://adtran.wd3.myworkdayjobs.com/adtran/job/Bangalore-India/Software-Engineer_R005736,1,minilm-controlled,
5318944008,block,Data Scientist,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/5318944008?gh_jid=5318944008,1,minilm-controlled,
5191603007,clerkie,Backend Engineer,Remote,http://getfiber.ai/careers?gh_jid=5191603007,1,minilm-controlled,
4019475009,eudia,AI Engineer,"Palo Alto, CA",https://job-boards.greenhouse.io/eudia/jobs/4019475009,1,minilm-controlled,
7810360003,freeformfuturecorp,IT System Administrator ,"Los Angeles, CA (On-site)",https://job-boards.greenhouse.io/freeformfuturecorp/jobs/7810360003,1,direct-17m,
8282660002,gotion,Machine Learning Engineer,"Fremont, California",https://job-boards.greenhouse.io/gotion/jobs/8282660002,1,original-minilm,
8632433002,moon,"Full-Stack Engineer - Generalist (Contract, Palo Alto)","Palo Alto, California, United States",https://job-boards.greenhouse.io/moon/jobs/8632433002,1,cascade-17m-68m,
4687505006,pitchbookdata,Machine Learning Engineer,"Seattle, Washington, United States",https://job-boards.greenhouse.io/pitchbookdata/jobs/4687505006,1,minilm-controlled,
6099577004,redwoodmaterials,Software Engineer - ML/Computer Vision (Battery Sorting),"McCarran, NV; San Francisco, California, United States",https://boards.greenhouse.io/redwoodmaterials/jobs/6099577004?gh_jid=6099577004,1,direct-68m,
7589442,samsara,AI Engineer,Remote - Canada,https://www.samsara.com/company/careers/roles/7589442?gh_jid=7589442,1,original-minilm,
R0095203,sandvik|wd3|sandvik-jobs,Data Scientist,"India, Bangalore",https://sandvik.wd3.myworkdayjobs.com/sandvik-jobs/job/India-Bangalore/Data-Scientist_R0095203,1,minilm-controlled,
8437639002,workato,Forward Deployed Engineer,"Hyderabad, India",https://www.workato.com/careers?gh_jid=8437639002#open-roles,1,original-minilm,
8437661002,workato,Forward Deployed Engineer,"Hyderabad, India",https://www.workato.com/careers?gh_jid=8437661002#open-roles,1,original-minilm,
8437665002,workato,Forward Deployed Engineer,"Hyderabad, India",https://www.workato.com/careers?gh_jid=8437665002#open-roles,1,original-minilm,
8437707002,workato,Forward Deployed Engineer,"Boston, Massachusetts; New York, New York; Palo Alto, California",https://www.workato.com/careers?gh_jid=8437707002#open-roles,1,original-minilm,
8440865002,workato,Forward Deployed Engineer,"Hyderabad, India",https://www.workato.com/careers?gh_jid=8440865002#open-roles,1,original-minilm,
8526757002,workato,Forward Deployed Engineer,"Hyderabad, India",https://www.workato.com/careers?gh_jid=8526757002#open-roles,1,original-minilm,
