config,rank,job_id,board_token,source,title,location,url,updated_at,cluster_company,cluster_title,cluster_size,sibling_job_ids,desc_chars,encoder_score,rerank_score_wide,rerank_score_refined,rerank_stage,rank_score,rank_score_kind,wide_rank,run_id,pool_n,pool_sha,code_sha,profile_sha
minilm-controlled,11,5365365008,getwellnetwork,greenhouse,AI Engineer,Bangalore,https://job-boards.greenhouse.io/getwellnetwork/jobs/5365365008,2026-07-21T07:53:58-04:00,getwellnetwork,ai engineer,1,,6085,1.0,,,,1.0,minilm_title_cosine,24,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,12,5165240008,trueclassicteesllc,greenhouse,AI Engineer,"Calabasas, CA",https://job-boards.greenhouse.io/trueclassicteesllc/jobs/5165240008,2026-07-20T16:57:54-04:00,trueclassicteesllc,ai engineer,1,,6025,1.0,,,,1.0,minilm_title_cosine,23,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,13,4687505006,pitchbookdata,greenhouse,Machine Learning Engineer,"Seattle, Washington, United States",https://job-boards.greenhouse.io/pitchbookdata/jobs/4687505006,2026-07-21T12:21:26-04:00,pitchbookdata,machine learning engineer,1,,9323,1.0,,,,1.0,minilm_title_cosine,21,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,14,4651080006,accenturefederalservices,greenhouse,Full Stack Developer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4651080006?gh_jid=4651080006,2026-07-20T16:29:22-04:00,accenturefederalservices,full stack developer,6,4680742006;4680794006;4684701006;4691822006;4695324006,8183,1.0,,,,1.0,minilm_title_cosine,18,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,15,4019475009,eudia,greenhouse,AI Engineer,"Palo Alto, CA",https://job-boards.greenhouse.io/eudia/jobs/4019475009,2026-07-20T22:01:09-04:00,eudia,ai engineer,1,,4980,1.0,,,,1.0,minilm_title_cosine,17,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,16,R0095203,sandvik|wd3|sandvik-jobs,workday,Data Scientist,"India, Bangalore",https://sandvik.wd3.myworkdayjobs.com/sandvik-jobs/job/India-Bangalore/Data-Scientist_R0095203,2026-07-21T18:55:35.278521+00:00,sandvik|wd3|sandvik-jobs,data scientist,1,,4170,0.9999999403953552,,,,0.9999999403953552,minilm_title_cosine,30,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,17,5318944008,block,greenhouse,Data Scientist,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/5318944008?gh_jid=5318944008,2026-07-20T19:10:26-04:00,block,data scientist,1,,7403,0.9999999403953552,,,,0.9999999403953552,minilm_title_cosine,29,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,18,4609464006,accenturefederalservices,greenhouse,Data Scientist,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4609464006?gh_jid=4609464006,2026-07-20T16:29:22-04:00,accenturefederalservices,data scientist,2,4689015006,7314,0.9999999403953552,,,,0.9999999403953552,minilm_title_cosine,27,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,19,5191603007,clerkie,greenhouse,Backend Engineer,Remote,http://getfiber.ai/careers?gh_jid=5191603007,2026-07-20T18:55:41-04:00,clerkie,backend engineer,1,,6746,0.9999998807907104,,,,0.9999998807907104,minilm_title_cosine,33,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,20,R005736,adtran|wd3|adtran,workday,Software Engineer,"Bangalore, India",https://adtran.wd3.myworkdayjobs.com/adtran/job/Bangalore-India/Software-Engineer_R005736,2026-07-21T17:44:32.127798+00:00,adtran|wd3|adtran,software engineer,1,,3133,0.9999998211860657,,,,0.9999998211860657,minilm_title_cosine,43,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,21,8599644002,janestreet,greenhouse,Software Engineer,"New York, New York, United States",https://job-boards.greenhouse.io/janestreet/jobs/8599644002,2026-07-21T09:16:29-04:00,janestreet,software engineer,1,,1743,0.9999998211860657,,,,0.9999998211860657,minilm_title_cosine,42,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,22,8075011,babelstreet,greenhouse,Software Engineer,"Somerville, Massachusetts, United States",https://job-boards.greenhouse.io/babelstreet/jobs/8075011,2026-07-20T14:16:29-04:00,babelstreet,software engineer,1,,7525,0.9999998211860657,,,,0.9999998211860657,minilm_title_cosine,41,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,23,8016515,fanduel,greenhouse,Software Engineer,"Atlanta, Georgia, United States",https://www.fanduel.careers/open-positions?gh_jid=8016515,2026-07-20T19:01:11-04:00,fanduel,software engineer,1,,8959,0.9999998211860657,,,,0.9999998211860657,minilm_title_cosine,40,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,24,7583622,phdata,greenhouse,Solutions Architect ,LATAM - Remote,https://www.phdata.io/jobs?gh_jid=7583622,2026-07-20T15:11:09-04:00,phdata,solutions architect,5,6983933;7307903;7789541;7925289,9887,0.9999998211860657,,,,0.9999998211860657,minilm_title_cosine,39,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,25,6119171004,twosixtechnologies,greenhouse,Software Engineer,"Arlington, Virginia",https://job-boards.greenhouse.io/twosixtechnologies/jobs/6119171004,2026-07-21T12:49:27-04:00,twosixtechnologies,software engineer,1,,6236,0.9999998211860657,,,,0.9999998211860657,minilm_title_cosine,38,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,26,6115695004,turing,greenhouse,Software Engineer,India - Remote,https://job-boards.greenhouse.io/turing/jobs/6115695004,2026-07-20T20:30:21-04:00,turing,software engineer,1,,4279,0.9999998211860657,,,,0.9999998211860657,minilm_title_cosine,37,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,27,5caff613-773d-466d-9876-cd803811d30b,skyflow,ashby,Software Engineer,United States,https://jobs.ashbyhq.com/skyflow/5caff613-773d-466d-9876-cd803811d30b,2026-07-21T13:33:00.526000+00:00,skyflow,software engineer,1,,3672,0.9999998211860657,,,,0.9999998211860657,minilm_title_cosine,36,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,28,5309141008,procaresolutions,greenhouse,Software Engineer,"Denver, CO; Atlanta, GA ",https://job-boards.greenhouse.io/procaresolutions/jobs/5309141008,2026-07-21T11:51:17-04:00,procaresolutions,software engineer,1,,8305,0.9999998211860657,,,,0.9999998211860657,minilm_title_cosine,35,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,29,5181289007,octus,greenhouse,Software Engineer ,"New York, New York, United States",https://job-boards.greenhouse.io/octus/jobs/5181289007,2026-07-21T13:46:43-04:00,octus,software engineer,1,,4821,0.9999998211860657,,,,0.9999998211860657,minilm_title_cosine,34,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,30,badc9bc0-7da5-45f2-9807-a400cebacfee,nylas,ashby,Software Engineer,"Remote - Toronto, Ontario",https://jobs.ashbyhq.com/nylas/badc9bc0-7da5-45f2-9807-a400cebacfee,2026-07-21T17:43:19.555000+00:00,nylas,software engineer,1,,8749,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,67,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,31,RQ112661,bpinternational|wd3|bpcareers,workday,Software engineer,India - Pune,https://bpinternational.wd3.myworkdayjobs.com/bpcareers/job/India---Pune/Software-engineer_RQ112661,2026-07-21T17:57:15.584290+00:00,bpinternational|wd3|bpcareers,software engineer,1,,3933,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,66,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,32,8633227002,databricks,greenhouse,Solutions Architect,Central - United States,https://databricks.com/company/careers/open-positions/job?gh_jid=8633227002,2026-07-20T15:38:56-04:00,databricks,solutions architect,2,8633225002,4747,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,65,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,33,8566918002,axs,greenhouse,Software Engineer,"Charlotte, NC",https://job-boards.greenhouse.io/axs/jobs/8566918002,2026-07-20T15:10:08-04:00,axs,software engineer,1,,7653,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,63,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,34,8563110002,spacex,greenhouse,Software Engineer,"McGregor, TX",https://boards.greenhouse.io/spacex/jobs/8563110002?gh_jid=8563110002,2026-07-20T18:01:18-04:00,spacex,software engineer,18,8379301002;8495882002;8501199002;8512876002;8525359002;8557032002;8558857002;8558858002;8558859002;8560537002;8560546002;8562437002;8569125002;8569160002;8569790002;8605075002;8642274002,4022,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,62,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,35,8059825,boxinc,greenhouse,Solutions Architect,"Redwood City, CA, United States, San Francisco, CA, United States",https://job-boards.greenhouse.io/boxinc/jobs/8059825,2026-07-20T14:31:45-04:00,boxinc,solutions architect,1,,8497,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,61,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,36,6021978004,clickhouse,greenhouse,Solutions Architect,United States,https://job-boards.greenhouse.io/clickhouse/jobs/6021978004,2026-07-20T17:02:02-04:00,clickhouse,solutions architect,1,,7201,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,57,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,37,5804110004,vercel,greenhouse,Solutions Architect,Remote - Australia,https://job-boards.greenhouse.io/vercel/jobs/5804110004,2026-07-20T19:13:52-04:00,vercel,solutions architect,2,5806749004,6287,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,55,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,38,5133682007,andurilindustries,greenhouse,Software Engineer ,"Seattle, Washington, United States",https://boards.greenhouse.io/andurilindustries/jobs/5133682007?gh_jid=5133682007,2026-07-21T13:40:53-04:00,andurilindustries,software engineer,1,,9152,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,54,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,39,4609681006,accenturefederalservices,greenhouse,Software Engineer,"Reston, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4609681006?gh_jid=4609681006,2026-07-20T16:29:22-04:00,accenturefederalservices,software engineer,5,4609686006;4680117006;4689027006;4689886006,7557,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,49,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,40,4324995009,weave,greenhouse,Solutions Architect,United States,https://job-boards.greenhouse.io/weave/jobs/4324995009,2026-07-21T12:59:04-04:00,weave,solutions architect,1,,5327,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,48,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,41,4324888004,warp,greenhouse,Software Engineer,Remote in the US or Canada,https://job-boards.greenhouse.io/warp/jobs/4324888004,2026-07-21T13:53:47-04:00,warp,software engineer,1,,7404,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,47,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,42,4052875009,redwoodsoftware,greenhouse,Software Engineer ,"Hyderabad, Telangana, India",https://job-boards.greenhouse.io/redwoodsoftware/jobs/4052875009,2026-07-20T15:03:49-04:00,redwoodsoftware,software engineer,2,4243668009,4626,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,45,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,43,1209483,hpe|wd5|jobsathpe,workday,Software Engineer,"Bengaluru, Karnātaka, India",https://hpe.wd5.myworkdayjobs.com/jobsathpe/job/Bengaluru-Karntaka-India/Software-Engineer_1209483-2,2026-07-21T18:30:43.700443+00:00,hpe|wd5|jobsathpe,software engineer,1,,5938,0.9999997615814209,,,,0.9999997615814209,minilm_title_cosine,44,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,44,8404440002,axogen,greenhouse,AI/ML Engineer,"Tampa, Florida, United States",https://www.axogeninc.com/about-axogen/careers/?gh_jid=8404440002,2026-07-21T12:41:23-04:00,axogen,ai/ml engineer,1,,6391,0.9861341118812561,,,,0.9861341118812561,minilm_title_cosine,71,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,45,4674621006,accenturefederalservices,greenhouse,AI/ML Engineer,"Arlington, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4674621006?gh_jid=4674621006,2026-07-20T17:10:33-04:00,accenturefederalservices,ai/ml engineer,2,4608162006,7542,0.9861341118812561,,,,0.9861341118812561,minilm_title_cosine,70,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,46,1208933,hpe|wd5|jobsathpe,workday,AI/ML Engineer,"Bengaluru, Karnātaka, India",https://hpe.wd5.myworkdayjobs.com/jobsathpe/job/Bengaluru-Karntaka-India/AI-ML-Engineer_1208933-2,2026-07-21T18:30:43.700443+00:00,hpe|wd5|jobsathpe,ai/ml engineer,2,1208934,9209,0.9861341118812561,,,,0.9861341118812561,minilm_title_cosine,68,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,47,4628914006,accenturefederalservices,greenhouse,AI / ML Engineer,"Annapolis Junction, MD",https://boards.greenhouse.io/accenturefederalservices/jobs/4628914006?gh_jid=4628914006,2026-07-20T17:10:32-04:00,accenturefederalservices,ai / ml engineer,2,4644242006,7849,0.9861340522766113,,,,0.9861340522766113,minilm_title_cosine,73,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,48,5752684004,vercel,greenhouse,Forward-Deployed Engineer ,"Hybrid - San Francisco, New York City, Austin",https://job-boards.greenhouse.io/vercel/jobs/5752684004,2026-07-20T19:13:52-04:00,vercel,forward-deployed engineer,1,,8590,0.9843344688415527,,,,0.9843344688415527,minilm_title_cosine,75,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,49,4648420006,accenturefederalservices,greenhouse,Solution Architect ,"McLean, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4648420006?gh_jid=4648420006,2026-07-20T16:29:22-04:00,accenturefederalservices,solution architect,2,4686124006,7423,0.9676068425178528,,,,0.9676068425178528,minilm_title_cosine,76,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,50,8042511,dominodatalab,greenhouse,Solution Architect,Remote US,https://app.careerpuck.com/job-board/domino-data-lab/job/8042511?gh_jid=8042511,2026-07-21T11:07:29-04:00,dominodatalab,solution architect,1,,4149,0.967606782913208,,,,0.967606782913208,minilm_title_cosine,78,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,51,7979540,ardentmc,greenhouse,Full Stack Software Developer,"Washington, D.C. Metro",https://boards.greenhouse.io/ardentmc/jobs/7979540?gh_jid=7979540,2026-07-20T16:52:52-04:00,ardentmc,full stack software developer,1,,7495,0.9486408233642578,,,,0.9486408233642578,minilm_title_cosine,79,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,52,7576969003,axon,greenhouse,Software Engineer I,"Washington, United States",https://job-boards.greenhouse.io/axon/jobs/7576969003,2026-07-21T12:53:42-04:00,axon,software engineer i,1,,7522,0.9335975050926208,,,,0.9335975050926208,minilm_title_cosine,81,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,53,4266177009,publicinput,greenhouse,Software Engineer I,Remote,https://job-boards.greenhouse.io/publicinput/jobs/4266177009,2026-07-21T11:36:25-04:00,publicinput,software engineer i,1,,9101,0.9335975050926208,,,,0.9335975050926208,minilm_title_cosine,80,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,54,5055532007,veracyte,greenhouse,Software Development Engineer,"Remote ; San Diego, California, United States; South San Francisco, California, United States",https://veracyte.com/job-detail?gh_jid=5055532007,2026-07-20T17:09:18-04:00,veracyte,software development engineer,1,,5660,0.9307779669761658,,,,0.9307779669761658,minilm_title_cosine,83,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,55,4655607006,accenturefederalservices,greenhouse,Software Development Engineer,"Chantilly, VA",https://boards.greenhouse.io/accenturefederalservices/jobs/4655607006?gh_jid=4655607006,2026-07-20T16:29:22-04:00,accenturefederalservices,software development engineer,1,,7197,0.9307779669761658,,,,0.9307779669761658,minilm_title_cosine,82,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,56,4689887006,accenturefederalservices,greenhouse,Software Developer/Engineer,"Washington, DC",https://boards.greenhouse.io/accenturefederalservices/jobs/4689887006?gh_jid=4689887006,2026-07-20T16:29:22-04:00,accenturefederalservices,software developer/engineer,1,,7683,0.9073728322982788,,,,0.9073728322982788,minilm_title_cosine,84,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,57,7377294,zuora,greenhouse,Solution Architect II,"Bengaluru, Karnataka, India",https://boards.greenhouse.io/zuora/jobs/7377294?gh_jid=7377294,2026-07-20T13:51:30-04:00,zuora,solution architect ii,1,,5846,0.9036897420883179,,,,0.9036897420883179,minilm_title_cosine,85,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,58,7650609003,tulip,greenhouse,Applied AI Engineer ,"Somerville, MA",https://tulip.co/careers/job-posting/?gh_jid=7650609003,2026-07-21T11:30:17-04:00,tulip,applied ai engineer,1,,6095,0.8953640460968018,,,,0.8953640460968018,minilm_title_cosine,86,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,59,8611118002,spacex,greenhouse,Application Software Engineer,"Starbase, TX",https://boards.greenhouse.io/spacex/jobs/8611118002?gh_jid=8611118002,2026-07-20T18:01:31-04:00,spacex,application software engineer,4,8402778002;8494238002;8494240002,4752,0.8875792026519775,,,,0.8875792026519775,minilm_title_cosine,90,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,60,6635595,monzo,greenhouse,Backend Engineer III ,"Cardiff, London or Remote (UK)",https://job-boards.greenhouse.io/monzo/jobs/6635595,2026-07-21T03:35:25-04:00,monzo,backend engineer iii,1,,6830,0.8866102695465088,,,,0.8866102695465088,minilm_title_cosine,91,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,61,8639548002,mediaalpha,greenhouse,Data Scientist IV,"Los Angeles, CA ",https://job-boards.greenhouse.io/mediaalpha/jobs/8639548002,2026-07-20T18:39:58-04:00,mediaalpha,data scientist iv,1,,5044,0.8863242864608765,,,,0.8863242864608765,minilm_title_cosine,92,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,62,7984730,toast,greenhouse,Data Scientist II,"Remote, USA",https://careers.toasttab.com/jobs?gh_jid=7984730,2026-07-21T11:57:37-04:00,toast,data scientist ii,1,,6968,0.8834981918334961,,,,0.8834981918334961,minilm_title_cosine,93,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,63,7775271003,oddball,greenhouse,Back End Engineer,Remote,https://job-boards.greenhouse.io/oddball/jobs/7775271003,2026-07-20T14:54:52-04:00,oddball,back end engineer,1,,3598,0.8809669017791748,,,,0.8809669017791748,minilm_title_cosine,94,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,64,7751601003,cookunity,greenhouse,AI Native Engineer,"New York, New York, United States",https://careers.cookunity.com/open-roles?gh_jid=7751601003,2026-07-21T08:03:49-04:00,cookunity,ai native engineer,1,,10532,0.8767060041427612,,,,0.8767060041427612,minilm_title_cosine,95,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
minilm-controlled,65,8633661002,fieldwire,greenhouse,Mid-Level Backend Engineer,United States (Remote),https://www.fieldwire.com/job/8633661002?gh_jid=8633661002,2026-07-20T17:43:20-04:00,fieldwire,mid-level backend engineer,1,,3878,0.8757864236831665,,,,0.8757864236831665,minilm_title_cosine,96,2026-07-21T17-43-52Z,6267,6d9d90f4bc966fae,4a866f4fc9b8b9a0,c1a77e7a5218a295
